Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station3,09-04-2022 14:59,66.3,8.2,1.0,31.88,2.1,156.1,1.96
station3,09-04-2022 15:19,72.2,7.9,0.5,26.97,4.9,246.9,1.15
station3,09-04-2022 15:39,69.6,8.3,0.7,36.53,2.9,186.7,1.06
station3,09-04-2022 15:59,50.0,7.3,1.0,22.65,3.7,288.3,1.97
station3,09-04-2022 16:19,95.4,7.3,0.5,26.15,4.6,209.5,1.32
station3,09-04-2022 16:39,70.3,6.1,0.7,31.29,4.1,92.0,0.84
station3,09-04-2022 16:59,76.6,8.7,0.9,23.3,1.7,268.7,1.89
station3,09-04-2022 17:19,75.3,6.9,1.0,27.88,2.7,261.8,0.97
station3,09-04-2022 17:39,49.5,8.4,0.7,25.44,4.9,279.7,0.86
station3,09-04-2022 17:59,66.2,7.3,1.0,26.95,5.4,218.7,1.38
station3,09-04-2022 18:19,59.1,9.0,0.5,31.72,2.2,208.3,0.82
station3,09-04-2022 18:39,85.3,8.4,0.3,22.18,4.5,162.4,0.89
station3,09-04-2022 18:59,88.2,8.1,0.8,33.96,2.7,273.8,1.27
station3,09-04-2022 19:19,75.2,7.6,0.2,28.26,5.2,254.0,0.85
station3,09-04-2022 19:39,79.6,7.4,0.3,30.26,3.2,195.3,1.77
station3,09-04-2022 19:59,71.2,8.6,0.5,29.95,1.1,265.8,1.48
station3,09-04-2022 20:19,98.4,8.3,0.3,24.1,2.5,281.8,1.76
station3,09-04-2022 20:39,37.7,6.6,0.7,33.98,2.0,263.9,1.75
station3,09-04-2022 20:59,35.9,7.2,0.9,39.52,1.7,118.2,1.29
station3,09-04-2022 21:19,34.1,6.5,1.0,21.86,5.1,120.7,1.43
station3,09-04-2022 21:39,36.2,7.5,0.6,27.11,6.1,286.1,1.29
station3,09-04-2022 21:59,90.1,8.5,0.4,36.77,4.8,238.6,1.55
station3,09-04-2022 22:19,51.3,7.8,0.8,24.13,5.8,142.4,1.76
station3,09-04-2022 22:39,42.3,6.6,0.5,23.65,4.3,212.1,0.94
station3,09-04-2022 22:59,92.8,7.6,0.4,32.21,4.4,191.6,0.96
station3,09-04-2022 23:19,42.1,8.4,0.4,28.05,2.9,201.7,1.91
station3,09-04-2022 23:39,87.3,9.0,0.9,32.37,6.1,191.0,1.72
station3,09-04-2022 23:59,73.3,8.0,0.3,35.78,6.2,155.5,1.99
station3,10-04-2022 00:19,40.4,9.0,1.0,34.09,5.6,201.3,0.98
station3,10-04-2022 00:39,89.2,9.0,0.4,35.01,4.8,237.7,1.48
station3,10-04-2022 00:59,69.5,6.2,0.8,37.85,6.1,147.9,1.43
station3,10-04-2022 01:19,77.6,8.6,0.3,24.43,1.1,195.9,1.32
station3,10-04-2022 01:39,63.7,6.1,1.0,22.53,1.6,162.9,1.97
station3,10-04-2022 01:59,93.5,7.8,0.7,29.61,4.6,253.0,1.67
station3,10-04-2022 02:19,59.9,8.2,0.3,22.29,1.5,239.7,1.4
station3,10-04-2022 02:39,98.6,7.3,1.0,39.15,5.5,265.1,1.23
station3,10-04-2022 02:59,50.9,6.7,0.8,30.01,4.8,117.9,1.89
station3,10-04-2022 03:19,56.6,6.2,1.0,27.65,5.8,151.3,1.34
station3,10-04-2022 03:39,73.8,8.2,0.7,39.44,1.5,180.5,1.99
station3,10-04-2022 03:59,74.1,8.9,0.3,30.0,1.3,261.9,1.46
station3,10-04-2022 04:19,43.2,8.2,0.2,33.34,6.1,297.9,1.09
station3,10-04-2022 04:39,35.2,6.3,0.3,22.33,5.4,220.0,1.57
station3,10-04-2022 04:59,62.0,8.3,0.7,23.22,6.2,273.6,1.62
station3,10-04-2022 05:19,75.8,7.3,0.5,35.79,6.0,91.2,1.09
station3,10-04-2022 05:39,73.6,8.1,0.7,29.25,1.5,191.0,1.94
station3,10-04-2022 05:59,42.7,6.6,1.0,22.87,4.4,181.9,0.91
station3,10-04-2022 06:19,79.8,6.5,0.9,33.4,4.3,250.1,1.15
station3,10-04-2022 06:39,31.9,6.2,0.2,31.71,2.9,264.4,1.59
station3,10-04-2022 06:59,47.9,8.4,0.9,31.56,1.0,182.5,0.85
station3,10-04-2022 07:19,62.6,8.0,0.6,21.79,4.3,272.1,0.97
station3,10-04-2022 07:39,32.1,7.7,0.6,26.62,5.3,216.3,1.47
station3,10-04-2022 07:59,53.0,6.7,0.7,21.41,5.1,217.8,1.72
station3,10-04-2022 08:19,72.3,8.4,0.4,26.2,5.2,200.6,1.01
station3,10-04-2022 08:39,89.6,6.3,0.2,25.74,2.0,251.3,1.07
station3,10-04-2022 08:59,87.7,7.5,1.0,38.77,2.6,263.9,1.11
station3,10-04-2022 09:19,31.0,8.0,0.5,39.04,4.0,202.4,1.51
station3,10-04-2022 09:39,41.7,8.9,0.3,29.73,3.0,146.3,1.51
station3,10-04-2022 09:59,41.1,6.9,0.5,33.4,1.6,137.8,0.91
station3,10-04-2022 10:19,44.7,6.6,0.4,34.04,6.2,220.0,0.82
station3,10-04-2022 10:39,99.0,8.9,0.5,30.21,1.6,277.3,1.87
station3,10-04-2022 10:59,92.2,8.0,0.8,32.29,5.3,209.8,1.29
station3,10-04-2022 11:19,42.4,8.4,1.0,27.78,4.4,143.6,1.38
station3,10-04-2022 11:39,48.7,6.5,0.2,30.73,4.7,198.8,1.77
station3,10-04-2022 11:59,37.8,8.0,0.7,38.32,3.8,233.4,1.61
station3,10-04-2022 12:19,73.8,6.5,0.8,30.14,6.2,185.8,1.33
station3,10-04-2022 12:39,52.4,8.1,1.0,25.68,4.8,139.0,1.83
station3,10-04-2022 12:59,41.1,7.9,0.4,27.01,2.6,189.8,1.43
station3,10-04-2022 13:19,37.8,6.4,0.3,27.39,6.0,122.1,1.6
station3,10-04-2022 13:39,46.1,6.5,0.8,39.51,6.2,188.9,1.54
station3,10-04-2022 13:59,81.0,8.0,0.3,21.35,2.7,165.7,1.53
station3,10-04-2022 14:19,31.8,9.0,0.5,30.63,2.1,231.9,1.77
station3,10-04-2022 14:39,99.8,6.3,0.4,27.87,5.6,191.0,1.0
station3,10-04-2022 14:59,64.2,8.1,1.0,37.71,3.1,257.9,0.94
station3,10-04-2022 15:19,33.7,7.0,0.3,25.06,3.9,111.5,1.34
station3,10-04-2022 15:39,52.0,8.4,0.3,30.15,6.2,144.8,1.73
station3,10-04-2022 15:59,95.9,6.1,0.5,23.79,4.3,255.9,1.76
station3,10-04-2022 16:19,91.6,9.0,0.7,23.83,2.9,265.5,1.63
station3,10-04-2022 16:39,66.6,7.7,0.6,33.45,5.4,192.2,1.8
station3,10-04-2022 16:59,79.7,6.4,0.7,34.88,4.8,158.8,1.84
station3,10-04-2022 17:19,68.0,7.1,0.4,32.87,5.1,266.4,1.03
station3,10-04-2022 17:39,64.6,7.6,0.2,31.5,2.0,262.0,1.17
station3,10-04-2022 17:59,92.1,6.8,0.8,29.74,4.6,291.9,1.16
station3,10-04-2022 18:19,73.4,7.8,0.7,31.15,5.3,172.3,1.63
station3,10-04-2022 18:39,86.3,6.7,0.6,27.52,4.2,300.0,1.78
station3,10-04-2022 18:59,33.9,8.5,0.6,29.07,2.9,201.3,0.94
station3,10-04-2022 19:19,78.9,8.1,0.5,32.92,5.6,186.3,0.85
station3,10-04-2022 19:39,51.5,7.2,0.2,29.75,2.2,293.8,1.93
station3,10-04-2022 19:59,75.3,9.1,1.0,34.62,5.8,109.8,1.49
station3,10-04-2022 20:19,61.1,6.7,0.5,26.12,4.0,165.9,1.25
station3,10-04-2022 20:39,70.8,7.9,0.3,21.9,1.2,100.3,1.08
station3,10-04-2022 20:59,95.5,8.1,0.3,34.37,2.9,266.0,0.96
station3,10-04-2022 21:19,38.5,6.3,1.0,22.43,5.0,132.6,1.13
station3,10-04-2022 21:39,78.7,7.1,0.9,37.16,5.8,277.9,1.17
station3,10-04-2022 21:59,65.3,6.6,0.7,38.92,2.9,188.3,0.88
station3,10-04-2022 22:19,99.4,8.5,0.4,31.2,1.2,180.6,1.83
station3,10-04-2022 22:39,86.5,8.6,1.0,34.1,5.5,208.1,1.5
station3,10-04-2022 22:59,86.0,6.1,0.5,23.25,2.1,100.0,0.82
station3,10-04-2022 23:19,94.9,7.7,0.2,36.01,1.6,154.7,1.41
station3,10-04-2022 23:39,50.8,8.2,0.3,28.16,5.1,220.3,1.69
station3,10-04-2022 23:59,54.6,8.1,0.3,36.11,5.6,247.4,1.44
station3,11-04-2022 00:19,78.2,7.7,0.8,27.5,1.5,265.9,1.27
station3,11-04-2022 00:39,80.2,8.1,1.0,34.13,2.5,163.1,1.09
station3,11-04-2022 00:59,57.1,7.5,0.8,37.31,3.6,107.2,1.49
station3,11-04-2022 01:19,74.1,7.6,0.2,23.94,1.7,111.3,1.98
station3,11-04-2022 01:39,78.8,9.1,1.0,26.77,5.1,287.9,1.52
station3,11-04-2022 01:59,91.9,7.0,0.6,35.16,2.4,205.7,1.22
station3,11-04-2022 02:19,63.9,7.4,0.6,36.72,5.2,134.8,1.42
station3,11-04-2022 02:39,34.3,9.2,0.7,37.95,4.0,214.1,0.81
station3,11-04-2022 02:59,90.5,7.3,0.9,23.23,3.0,264.1,1.29
station3,11-04-2022 03:19,56.7,7.9,0.4,36.08,3.9,229.3,1.5
station3,11-04-2022 03:39,52.6,8.2,1.0,33.41,5.1,188.7,1.59
station3,11-04-2022 03:59,69.1,7.0,0.5,33.37,2.0,176.9,1.14
station3,11-04-2022 04:19,96.3,9.1,1.0,34.94,4.3,289.2,1.48
station3,11-04-2022 04:39,32.1,9.0,0.5,33.06,2.7,245.8,1.48
station3,11-04-2022 04:59,47.9,8.5,1.0,24.53,1.1,109.0,1.75
station3,11-04-2022 05:19,56.6,6.5,0.4,32.36,6.1,273.7,1.53
station3,11-04-2022 05:39,52.1,8.0,0.8,39.04,3.7,153.0,0.82
station3,11-04-2022 05:59,99.6,8.7,0.2,27.4,2.8,96.0,1.75
station3,11-04-2022 06:19,85.9,7.8,0.9,29.41,4.4,257.4,1.55
station3,11-04-2022 06:39,57.3,7.6,0.2,28.57,4.9,217.8,1.77
station3,11-04-2022 06:59,52.0,7.9,0.2,32.82,3.5,267.1,0.86
station3,11-04-2022 07:19,79.0,6.9,0.8,37.95,5.1,201.9,1.81
station3,11-04-2022 07:39,71.8,6.4,1.0,27.07,4.9,266.7,1.2
station3,11-04-2022 07:59,31.4,7.9,0.4,23.82,5.9,200.4,1.08
station3,11-04-2022 08:19,57.3,8.0,0.8,21.53,6.0,150.9,0.85
station3,11-04-2022 08:39,31.1,6.7,0.5,25.92,6.2,162.4,1.64
station3,11-04-2022 08:59,78.9,7.3,0.3,27.34,3.0,291.6,0.92
station3,11-04-2022 09:19,97.3,8.9,0.3,24.61,1.8,196.8,0.83
station3,11-04-2022 09:39,63.2,7.2,1.0,38.29,4.0,167.6,1.86
station3,11-04-2022 09:59,59.5,6.3,0.3,27.44,5.7,136.3,1.3
station3,11-04-2022 10:19,40.9,6.1,0.4,21.69,4.0,91.4,1.42
station3,11-04-2022 10:39,43.6,6.6,0.2,28.6,5.2,244.9,1.3
station3,11-04-2022 10:59,96.5,7.9,0.5,23.05,1.5,240.0,0.84
station3,11-04-2022 11:19,58.2,9.0,0.8,21.4,5.7,233.8,1.35
station3,11-04-2022 11:39,94.0,8.8,0.3,29.17,5.7,91.3,1.74
station3,11-04-2022 11:59,52.1,8.4,0.5,27.36,1.4,243.1,0.81
station3,11-04-2022 12:19,38.8,7.2,0.8,22.04,2.7,272.8,0.85
station3,11-04-2022 12:39,56.0,7.9,0.2,39.12,3.1,271.1,1.1
station3,11-04-2022 12:59,66.5,7.9,0.6,30.29,2.4,198.2,1.5
station3,11-04-2022 13:19,32.9,7.2,0.7,24.11,5.3,146.3,1.06
station3,11-04-2022 13:39,54.9,8.7,0.9,36.35,5.9,189.7,1.64
station3,11-04-2022 13:59,67.7,6.3,0.6,37.62,2.0,220.0,0.91
station3,11-04-2022 14:19,45.9,6.8,1.0,28.66,5.3,96.5,1.87
station3,11-04-2022 14:39,63.4,8.6,1.0,34.32,1.4,121.8,1.27
station3,11-04-2022 14:59,56.0,6.4,0.6,37.05,1.6,225.6,1.99
station3,11-04-2022 15:19,77.7,8.3,1.0,36.91,3.9,127.3,1.84
station3,11-04-2022 15:39,59.0,8.5,0.2,29.48,1.3,289.9,0.9
station3,11-04-2022 15:59,97.3,6.8,0.8,34.54,4.0,277.5,0.97
station3,11-04-2022 16:19,72.2,7.6,0.2,21.82,4.0,233.8,1.3
station3,11-04-2022 16:39,73.8,8.5,0.2,21.48,2.0,148.6,1.23
station3,11-04-2022 16:59,95.2,9.2,0.5,28.58,1.4,262.6,1.49
station3,11-04-2022 17:19,95.1,6.8,0.6,21.8,5.5,273.0,1.3
station3,11-04-2022 17:39,88.4,8.4,0.8,39.76,3.6,143.6,1.51
station3,11-04-2022 17:59,86.3,8.3,0.9,21.85,2.1,103.3,1.87
station3,11-04-2022 18:19,85.5,9.0,0.7,31.77,5.3,117.3,0.92
station3,11-04-2022 18:39,41.1,6.7,0.9,37.51,5.3,164.5,0.88
station3,11-04-2022 18:59,40.3,9.1,1.0,27.84,2.7,136.2,1.16
station3,11-04-2022 19:19,33.6,8.5,0.7,22.3,1.1,294.3,1.4
station3,11-04-2022 19:39,47.4,7.9,0.2,39.59,6.2,127.5,1.42
station3,11-04-2022 19:59,32.7,6.3,0.9,28.05,4.5,181.0,1.82
station3,11-04-2022 20:19,82.6,8.6,0.6,34.95,3.2,173.1,1.05
station3,11-04-2022 20:39,32.5,6.2,0.5,39.2,4.0,161.5,1.1
station3,11-04-2022 20:59,53.4,7.2,0.4,38.75,2.2,175.9,1.24
station3,11-04-2022 21:19,54.8,8.7,0.7,29.67,1.1,204.0,1.71
station3,11-04-2022 21:39,49.3,7.6,0.7,24.81,4.1,118.1,1.11
station3,11-04-2022 21:59,72.0,7.7,0.7,23.75,2.0,125.6,1.42
station3,11-04-2022 22:19,94.7,7.4,0.4,24.32,5.3,272.8,0.94
station3,11-04-2022 22:39,94.4,7.7,1.0,38.09,1.7,239.6,1.16
station3,11-04-2022 22:59,97.4,9.2,0.6,26.48,2.2,179.7,1.46
station3,11-04-2022 23:19,69.8,9.2,0.3,36.3,2.8,213.8,1.49
station3,11-04-2022 23:39,75.8,6.8,0.7,36.61,3.1,254.4,1.73
station3,11-04-2022 23:59,66.4,7.5,0.9,24.91,1.8,263.8,1.87
station3,12-04-2022 00:19,60.5,6.8,1.0,30.95,3.3,170.3,1.31
station3,12-04-2022 00:39,93.7,6.1,1.0,37.37,4.2,293.1,1.31
station3,12-04-2022 00:59,50.1,8.5,0.7,23.48,2.5,164.1,0.93
station3,12-04-2022 01:19,35.6,8.9,0.5,33.91,4.3,287.5,1.98
station3,12-04-2022 01:39,47.4,6.6,0.9,32.17,4.2,147.8,1.42
station3,12-04-2022 01:59,43.0,8.5,0.5,21.92,6.1,248.7,1.61
station3,12-04-2022 02:19,55.2,8.3,0.8,21.47,6.2,183.0,1.25
station3,12-04-2022 02:39,91.2,8.2,1.0,27.66,5.2,168.7,0.95
station3,12-04-2022 02:59,32.4,9.1,0.9,32.48,5.1,268.5,1.68
station3,12-04-2022 03:19,46.0,9.0,0.8,34.65,5.8,106.5,1.86
station3,12-04-2022 03:39,100.0,8.7,0.4,32.36,2.8,295.8,1.91
station3,12-04-2022 03:59,43.4,8.9,0.5,39.88,3.0,236.8,1.75
station3,12-04-2022 04:19,81.8,8.6,0.8,30.08,4.4,182.0,0.92
station3,12-04-2022 04:39,33.1,8.1,0.5,31.12,3.0,212.4,1.73
station3,12-04-2022 04:59,44.6,6.3,0.5,27.88,4.9,158.1,1.81
station3,12-04-2022 05:19,71.7,6.5,0.7,28.9,3.3,119.5,0.89
station3,12-04-2022 05:39,36.3,7.3,0.7,32.25,3.5,185.3,1.83
station3,12-04-2022 05:59,90.6,7.6,0.6,30.51,4.9,110.3,1.09
station3,12-04-2022 06:19,47.7,6.9,0.2,26.91,5.1,183.7,0.8
station3,12-04-2022 06:39,90.5,9.1,0.5,22.22,5.3,222.4,1.71
station3,12-04-2022 06:59,64.2,6.1,1.0,25.27,4.9,120.6,1.56
station3,12-04-2022 07:19,36.8,7.1,0.2,27.22,5.7,95.2,1.58
station3,12-04-2022 07:39,70.5,7.0,0.7,31.67,5.2,196.8,1.51
station3,12-04-2022 07:59,53.3,6.8,0.2,24.89,3.6,135.7,1.78
station3,12-04-2022 08:19,43.4,8.5,0.4,37.41,5.9,219.8,0.89
station3,12-04-2022 08:39,64.1,6.7,0.9,22.09,2.6,260.1,1.62
station3,12-04-2022 08:59,47.2,6.4,0.4,23.75,5.2,112.6,1.27
station3,12-04-2022 09:19,65.9,7.8,0.2,39.66,6.2,91.3,1.03
station3,12-04-2022 09:39,77.8,6.2,0.8,26.16,1.3,161.1,1.34
station3,12-04-2022 09:59,36.8,9.2,0.9,31.84,1.4,194.5,0.82
station3,12-04-2022 10:19,48.2,6.9,0.5,22.39,5.3,224.0,0.91
station3,12-04-2022 10:39,72.7,6.6,0.5,35.68,2.8,246.2,1.4
station3,12-04-2022 10:59,42.5,8.0,0.4,23.8,2.1,276.0,0.84
station3,12-04-2022 11:19,80.8,6.6,0.9,32.61,3.3,279.5,1.24
station3,12-04-2022 11:39,79.8,9.0,0.8,26.71,1.4,126.9,1.77
station3,12-04-2022 11:59,59.9,6.4,0.9,30.19,5.0,129.0,1.27
station3,12-04-2022 12:19,91.7,6.6,0.6,23.16,4.6,290.4,1.06
station3,12-04-2022 12:39,72.9,6.8,0.3,25.32,3.7,276.4,0.97
station3,12-04-2022 12:59,93.5,9.0,0.3,38.77,1.9,168.0,1.94
station3,12-04-2022 13:19,76.5,8.2,0.4,29.63,4.1,134.8,1.73
station3,12-04-2022 13:39,69.8,7.6,1.0,25.08,4.4,282.1,1.49
station3,12-04-2022 13:59,82.3,8.4,0.5,28.23,4.0,93.5,1.7
station3,12-04-2022 14:19,96.9,8.9,0.5,28.34,1.6,209.2,1.06
station3,12-04-2022 14:39,64.3,6.1,0.5,28.63,5.3,167.2,1.07
station3,12-04-2022 14:59,59.8,9.0,0.8,36.03,5.6,156.4,1.36
station3,12-04-2022 15:19,45.4,8.8,0.3,32.64,5.2,207.4,0.88
station3,12-04-2022 15:39,89.4,7.7,0.5,21.49,4.3,255.2,1.41
station3,12-04-2022 15:59,61.2,8.3,0.7,38.44,5.4,290.0,1.66
station3,12-04-2022 16:19,80.6,8.9,0.4,38.9,5.2,163.9,1.86
station3,12-04-2022 16:39,95.3,6.6,0.8,38.5,3.8,272.4,1.3
station3,12-04-2022 16:59,97.4,7.7,0.7,33.17,5.9,125.1,1.15
station3,12-04-2022 17:19,61.8,7.3,0.7,29.61,2.2,106.2,1.23
station3,12-04-2022 17:39,34.2,9.2,0.5,27.77,5.2,209.7,1.8
station3,12-04-2022 17:59,31.1,9.0,0.8,22.8,5.2,257.6,1.33
station3,12-04-2022 18:19,48.6,6.3,0.2,25.95,5.2,97.2,2.0
station3,12-04-2022 18:39,65.4,7.0,0.5,22.79,5.6,169.6,0.91
station3,12-04-2022 18:59,53.5,8.1,1.0,33.53,2.4,127.2,1.52
station3,12-04-2022 19:19,91.1,7.5,0.9,36.41,4.6,256.0,1.49
station3,12-04-2022 19:39,68.1,6.9,0.6,23.06,5.1,249.9,1.27
station3,12-04-2022 19:59,34.2,7.5,0.2,30.29,4.5,233.1,0.84
station3,12-04-2022 20:19,36.1,9.1,0.4,22.72,3.0,214.3,1.12
station3,12-04-2022 20:39,90.8,7.5,0.7,39.11,1.5,177.1,1.53
station3,12-04-2022 20:59,74.4,7.3,0.7,38.13,5.0,139.7,1.16
station3,12-04-2022 21:19,35.7,8.7,0.6,34.64,6.2,178.4,1.86
station3,12-04-2022 21:39,99.2,7.2,0.3,28.49,3.5,263.3,1.25
station3,12-04-2022 21:59,43.8,8.5,0.2,39.16,1.0,274.3,1.66
station3,12-04-2022 22:19,71.6,7.4,0.7,21.31,4.0,106.2,1.0
station3,12-04-2022 22:39,50.4,8.0,1.0,24.77,5.9,235.4,1.59
station3,12-04-2022 22:59,88.3,7.5,0.6,37.17,5.5,136.1,0.93
station3,12-04-2022 23:19,56.2,6.7,0.3,27.46,4.5,238.1,0.84
station3,12-04-2022 23:39,69.9,7.7,0.9,36.53,3.8,197.5,1.82
station3,12-04-2022 23:59,56.8,6.9,0.3,27.68,3.6,153.5,1.51
station3,13-04-2022 00:19,64.5,9.1,0.7,27.55,1.2,139.3,1.6
station3,13-04-2022 00:39,97.2,7.7,0.4,33.81,4.8,244.7,1.79
station3,13-04-2022 00:59,90.2,6.6,0.6,22.63,1.8,218.0,1.85
station3,13-04-2022 01:19,31.9,6.1,0.4,30.43,1.7,197.6,1.26
station3,13-04-2022 01:39,69.2,6.6,0.4,39.38,2.7,281.4,1.83
station3,13-04-2022 01:59,50.4,6.9,0.5,26.33,1.0,102.8,1.56
station3,13-04-2022 02:19,67.7,6.6,0.8,21.2,4.7,172.8,1.23
station3,13-04-2022 02:39,89.2,7.6,0.5,40.0,1.1,283.0,1.23
station3,13-04-2022 02:59,90.4,9.2,0.6,38.51,5.7,101.3,1.08
station3,13-04-2022 03:19,52.9,6.2,0.6,21.22,3.3,147.3,1.54
station3,13-04-2022 03:39,47.5,9.2,1.0,33.15,1.0,157.9,1.64
station3,13-04-2022 03:59,55.0,7.8,0.3,26.14,4.5,170.7,1.74
station3,13-04-2022 04:19,78.8,8.2,1.0,26.71,2.0,217.2,1.03
station3,13-04-2022 04:39,50.0,8.8,0.5,23.02,4.7,164.9,1.4
station3,13-04-2022 04:59,31.8,6.6,0.2,26.38,2.6,96.5,1.5
station3,13-04-2022 05:19,38.7,9.0,0.6,30.65,6.0,290.4,0.94
station3,13-04-2022 05:39,33.2,6.6,0.7,23.51,5.4,176.8,1.27
station3,13-04-2022 05:59,36.5,7.3,1.0,36.45,4.7,119.0,1.45
station3,13-04-2022 06:19,51.3,8.4,0.6,28.03,4.3,226.0,0.97
station3,13-04-2022 06:39,74.0,7.9,0.3,23.81,4.4,283.3,0.82
station3,13-04-2022 06:59,49.8,7.0,0.6,23.04,2.1,111.4,1.33
station3,13-04-2022 07:19,42.5,7.7,0.2,33.32,3.6,285.2,0.97
station3,13-04-2022 07:39,59.4,7.5,0.8,33.16,4.8,126.8,0.81
station3,13-04-2022 07:59,31.4,6.2,0.3,22.38,5.9,282.2,0.9
station3,13-04-2022 08:19,33.8,7.0,0.4,39.12,5.4,224.0,1.21
station3,13-04-2022 08:39,54.1,7.3,1.0,28.23,1.7,123.2,1.36
station3,13-04-2022 08:59,93.0,6.6,1.0,24.47,4.3,95.3,1.95
station3,13-04-2022 09:19,93.9,7.7,0.7,38.7,3.2,124.5,1.58
station3,13-04-2022 09:39,75.2,7.1,0.6,27.52,1.2,256.7,1.33
station3,13-04-2022 09:59,52.0,9.0,0.6,21.3,2.5,145.9,1.55
station3,13-04-2022 10:19,47.0,8.2,0.2,35.73,1.3,133.0,1.33
station3,13-04-2022 10:39,46.3,7.6,0.2,39.37,1.4,179.1,1.71
station3,13-04-2022 10:59,35.7,9.1,0.8,37.51,3.1,265.9,1.6
station3,13-04-2022 11:19,56.7,6.1,0.5,34.08,4.9,230.7,1.21
station3,13-04-2022 11:39,59.3,7.7,0.2,35.44,3.8,294.0,1.96
station3,13-04-2022 11:59,38.4,8.3,0.6,30.44,2.5,227.9,1.53
station3,13-04-2022 12:19,39.1,7.1,0.5,22.95,2.2,222.2,1.11
station3,13-04-2022 12:39,47.1,8.6,0.7,27.72,5.9,143.0,1.96
station3,13-04-2022 12:59,64.1,8.0,0.7,24.18,3.5,149.4,0.95
station3,13-04-2022 13:19,75.2,9.0,0.8,34.18,4.1,149.8,0.82
station3,13-04-2022 13:39,44.1,7.1,0.7,33.18,2.7,228.7,1.69
station3,13-04-2022 13:59,73.7,8.9,0.7,26.5,5.1,153.9,1.49
station3,13-04-2022 14:19,61.2,6.4,1.0,38.98,4.8,263.5,0.83
station3,13-04-2022 14:39,38.1,7.1,0.9,31.85,4.5,189.5,1.6
station3,13-04-2022 14:59,60.4,6.1,0.6,23.75,1.5,177.5,1.66
station3,13-04-2022 15:19,93.8,7.9,0.4,35.88,5.9,279.8,1.0
station3,13-04-2022 15:39,68.1,8.4,0.7,31.89,2.7,191.5,1.37
station3,13-04-2022 15:59,51.7,6.6,1.0,21.4,2.6,127.3,1.33
station3,13-04-2022 16:19,96.5,9.2,0.9,36.64,6.2,149.1,1.59
station3,13-04-2022 16:39,55.8,8.1,0.7,24.03,3.5,200.7,1.91
station3,13-04-2022 16:59,86.5,6.5,0.7,24.2,1.0,156.6,1.17
station3,13-04-2022 17:19,92.2,7.6,0.3,31.61,2.8,278.6,0.96
station3,13-04-2022 17:39,91.8,8.7,0.3,34.91,4.6,133.0,1.83
station3,13-04-2022 17:59,73.4,7.4,0.9,32.47,3.7,149.9,1.08
station3,13-04-2022 18:19,88.4,8.2,0.5,25.79,3.5,93.7,0.83
station3,13-04-2022 18:39,45.1,8.0,0.8,35.67,5.0,175.4,1.75
station3,13-04-2022 18:59,32.9,8.7,0.4,30.13,2.4,199.1,1.1
station3,13-04-2022 19:19,97.5,7.8,0.5,32.67,5.9,236.2,1.3
station3,13-04-2022 19:39,76.5,7.6,0.8,24.68,4.2,171.3,0.81
station3,13-04-2022 19:59,35.3,8.2,0.3,35.83,5.4,231.3,1.62
station3,13-04-2022 20:19,86.9,6.9,0.6,23.01,5.2,275.7,1.52
station3,13-04-2022 20:39,71.6,7.8,0.4,26.15,5.7,139.1,1.86
station3,13-04-2022 20:59,98.2,7.4,0.2,21.38,5.3,187.6,1.88
station3,13-04-2022 21:19,40.1,8.7,0.6,21.3,2.3,108.1,1.24
station3,13-04-2022 21:39,71.1,8.6,0.8,22.6,5.6,289.7,1.75
station3,13-04-2022 21:59,93.9,8.4,0.5,35.5,5.3,211.7,1.79
station3,13-04-2022 22:19,53.8,6.4,0.2,27.91,4.2,273.2,1.58
station3,13-04-2022 22:39,53.0,7.8,1.0,36.51,4.2,169.9,1.1
station3,13-04-2022 22:59,48.1,6.6,0.4,35.22,1.8,247.6,1.84
station3,13-04-2022 23:19,67.7,6.1,0.8,32.33,3.2,156.1,1.56
station3,13-04-2022 23:39,98.3,6.1,0.6,26.25,2.9,283.3,1.73
station3,13-04-2022 23:59,42.9,7.1,0.3,38.75,2.8,109.0,1.67
station3,14-04-2022 00:19,64.7,6.1,0.2,21.06,4.0,115.8,1.24
station3,14-04-2022 00:39,68.2,7.7,0.6,31.87,4.7,192.1,1.23
station3,14-04-2022 00:59,89.1,9.1,0.7,38.04,5.8,243.8,1.06
station3,14-04-2022 01:19,66.8,6.2,0.3,29.97,6.2,154.3,1.12
station3,14-04-2022 01:39,63.8,6.9,0.2,30.68,2.9,249.1,1.98
station3,14-04-2022 01:59,75.2,6.3,0.7,30.81,3.7,100.7,1.25
station3,14-04-2022 02:19,50.5,8.5,1.0,33.37,1.7,136.0,1.78
station3,14-04-2022 02:39,85.7,8.5,0.8,30.9,2.3,265.5,0.87
station3,14-04-2022 02:59,89.3,6.6,0.7,28.2,4.8,231.7,1.4
station3,14-04-2022 03:19,45.5,8.8,0.2,38.51,6.1,211.2,0.97
station3,14-04-2022 03:39,99.5,9.2,0.4,32.65,2.8,229.8,1.95
station3,14-04-2022 03:59,47.7,9.2,0.7,21.86,2.7,179.3,0.91
station3,14-04-2022 04:19,32.8,9.2,0.9,32.66,3.0,121.5,1.96
station3,14-04-2022 04:39,62.8,7.1,0.8,39.95,2.8,96.0,1.59
station3,14-04-2022 04:59,92.5,7.4,0.5,25.59,6.1,206.3,1.37
